Guild ID,Join,Leave,Delete,Delete_Bulk,Edit,Username,Nickname,Avatar,Stat_Member
539925898128785460,688877110126837766,688877110126837766,688877196487819268,688877196487819268,688877153843937324,688877297889312786,688877297889312786,688877297889312786,626008446642159637
639594402410659887,686365631217533153,686365631217533153,686710645420589063,686710645420589063,688775096730648646,688782849926889503,688782849926889503,688782849926889503,688872989256974337
